Date,Open,High,Low,Close,Adj Close,Volume
2015-10-19,202.500000,203.369995,202.130005,203.369995,186.982697,76523900
2015-10-20,202.850006,203.839996,202.550003,203.110001,186.743668,78448500
2015-10-21,203.610001,203.789993,201.649994,201.850006,185.585251,102038000
2015-10-22,202.979996,205.509995,201.850006,205.259995,188.720474,174911700
2015-10-23,207.250000,207.949997,206.300003,207.509995,190.789093,144442300
2015-10-26,207.300003,207.369995,206.559998,207.000000,190.320236,69033000
2015-10-27,206.199997,207.000000,205.789993,206.600006,189.952454,77905800
2015-10-28,207.000000,208.979996,206.210007,208.949997,192.113113,135906700
2015-10-29,208.350006,209.270004,208.210007,208.830002,192.002777,90525500
2015-10-30,209.059998,209.440002,207.740005,207.929993,191.175308,131076900
2015-11-02,208.320007,210.619995,208.169998,210.389999,193.437103,86270800
2015-11-03,209.970001,211.660004,209.699997,211.000000,193.997910,95246100
2015-11-04,211.350006,211.500000,209.720001,210.360001,193.409500,96224500
2015-11-05,210.429993,210.979996,209.089996,210.149994,193.216385,78408700
2015-11-06,209.740005,210.320007,208.460007,210.039993,193.115250,110471500
2015-11-09,209.309998,209.490005,206.949997,208.080002,191.313248,131008700
2015-11-10,207.509995,208.600006,207.190002,208.559998,191.754562,75874600
2015-11-11,208.880005,208.940002,207.660004,207.740005,191.000626,67846000
2015-11-12,206.500000,207.059998,204.820007,204.839996,188.334274,121315200
2015-11-13,204.350006,204.669998,202.440002,202.539993,186.219604,153577100
2015-11-16,202.320007,205.690002,202.179993,205.619995,189.051437,117645200
2015-11-17,205.990005,207.039993,204.880005,205.470001,188.913528,121123700
2015-11-18,206.039993,208.899994,205.990005,208.729996,191.910828,121342500
2015-11-19,208.589996,209.050003,208.199997,208.550003,191.745361,88220500
2015-11-20,209.449997,210.119995,208.860001,209.309998,192.444077,94011500
2015-11-23,209.380005,209.979996,208.520004,209.070007,192.223404,64931200
2015-11-24,207.869995,209.830002,207.410004,209.350006,192.480881,98874400
2015-11-25,209.500000,209.740005,209.009995,209.320007,192.453278,51980100
2015-11-27,209.429993,209.800003,208.860001,209.559998,192.673965,37317800
2015-11-30,209.750000,209.889999,208.559998,208.690002,191.874023,112822700
2015-12-01,209.440002,210.820007,209.110001,210.679993,193.703705,97858400
2015-12-02,210.619995,211.000000,208.229996,208.529999,191.726959,108441300
2015-12-03,208.830002,209.149994,204.750000,205.610001,189.042236,166224200
2015-12-04,205.610001,209.970001,205.610001,209.619995,192.729111,192913900
2015-12-07,209.229996,209.729996,207.199997,208.350006,191.561462,102027100
2015-12-08,206.490005,208.289993,205.779999,206.949997,190.274261,103372400
2015-12-09,206.190002,208.679993,204.179993,205.339996,188.793961,162401500
2015-12-10,205.419998,207.429993,205.139999,205.869995,189.281311,116128900
2015-12-11,203.350006,204.139999,201.509995,201.880005,185.612808,211173300
2015-12-14,202.070007,203.050003,199.949997,202.899994,186.550613,182385200
2015-12-15,204.699997,206.110001,202.869995,205.029999,188.509003,154069600
2015-12-16,206.369995,208.389999,204.800003,208.029999,191.267227,197017000
2015-12-17,208.399994,208.479996,204.839996,204.860001,188.352692,173092500
2015-12-18,202.770004,202.929993,199.830002,200.020004,184.997162,251393500
2015-12-21,201.410004,201.880005,200.089996,201.669998,186.523209,99094300
2015-12-22,202.720001,203.850006,201.550003,203.500000,188.215805,111026200
2015-12-23,204.690002,206.070007,204.580002,206.020004,190.546555,110987200
2015-12-24,205.720001,206.330002,205.419998,205.679993,190.232040,48539600
2015-12-28,204.860001,205.259995,203.940002,205.210007,189.797363,65899900
2015-12-29,206.509995,207.789993,206.470001,207.399994,191.822876,92640700
2015-12-30,207.110001,207.210007,205.759995,205.929993,190.463272,63317700
2015-12-31,205.130005,205.889999,203.869995,203.869995,188.558014,114877900
2016-01-04,200.490005,201.029999,198.589996,201.020004,185.922073,222353500
2016-01-05,201.399994,201.899994,200.050003,201.360001,186.236526,110845800
2016-01-06,198.339996,200.059998,197.600006,198.820007,183.887283,152112600
2016-01-07,195.330002,197.440002,193.589996,194.050003,179.475525,213436100
2016-01-08,195.190002,195.850006,191.580002,191.919998,177.505524,209817200
2016-01-11,193.009995,193.410004,189.820007,192.110001,177.681229,187941300
2016-01-12,193.820007,194.550003,191.139999,193.660004,179.114853,172330500
2016-01-13,194.449997,194.860001,188.380005,188.830002,174.647629,221168900
2016-01-14,189.550003,193.259995,187.660004,191.929993,177.514740,240795600
2016-01-15,186.770004,188.759995,185.520004,187.809998,173.704208,324846400
2016-01-19,189.960007,190.110001,186.199997,188.059998,173.935440,195244400
2016-01-20,185.029999,187.500000,181.020004,185.649994,171.706436,286547800
2016-01-21,186.210007,188.869995,184.639999,186.690002,172.668350,195772900
2016-01-22,189.779999,190.759995,188.880005,190.520004,176.210678,168319600
2016-01-25,189.919998,190.149994,187.410004,187.639999,173.546982,130371700
2016-01-26,188.419998,190.529999,188.020004,190.199997,175.914688,141036800
2016-01-27,189.580002,191.559998,187.059998,188.130005,174.000183,185681700
2016-01-28,189.960007,190.199997,187.160004,189.110001,174.906586,143798800
2016-01-29,190.020004,193.880005,189.880005,193.720001,179.170334,210529300
2016-02-01,192.529999,194.580002,191.839996,193.649994,179.105560,136061600
2016-02-02,191.960007,191.970001,189.539993,190.160004,175.877701,182564900
2016-02-03,191.410004,191.779999,187.100006,191.300003,176.932098,205054900
2016-02-04,190.710007,192.750000,189.960007,191.600006,177.209549,139531800
2016-02-05,190.990005,191.669998,187.199997,187.949997,173.833679,180788300
2016-02-08,185.770004,186.119995,182.800003,185.419998,171.493713,191526700
2016-02-09,183.360001,186.940002,183.199997,185.429993,171.502991,184513100
2016-02-10,186.410004,188.339996,185.119995,185.270004,171.354965,148214100
2016-02-11,182.339996,184.100006,181.089996,182.860001,169.125977,219058900
2016-02-12,184.960007,186.649994,183.960007,186.630005,172.612854,127632400
2016-02-16,188.770004,189.809998,187.630005,189.779999,175.526230,120250700
2016-02-17,191.160004,193.320007,191.009995,192.880005,178.393417,136009500
2016-02-18,193.199997,193.270004,191.720001,192.089996,177.662720,102343000
2016-02-19,191.169998,192.179993,190.449997,192.000000,177.579498,114793000
2016-02-22,193.869995,194.949997,193.789993,194.779999,180.150757,103640300
2016-02-23,194.000000,194.320007,192.179993,192.320007,177.875458,111455300
2016-02-24,190.630005,193.529999,189.320007,193.199997,178.689362,150812200
2016-02-25,193.729996,195.550003,192.830002,195.539993,180.853622,110728300
2016-02-26,196.570007,196.679993,194.899994,195.089996,180.437439,129833700
2016-02-29,195.110001,196.229996,193.330002,193.559998,179.022339,125918100
2016-03-01,195.009995,198.210007,194.449997,198.110001,183.230606,141799700
2016-03-02,197.740005,199.059998,197.250000,199.000000,184.053787,102415000
2016-03-03,198.789993,199.800003,198.110001,199.779999,184.775177,95172200
2016-03-04,200.009995,201.350006,199.029999,200.429993,185.376343,129293600
2016-03-07,199.339996,201.070007,199.250000,200.589996,185.524338,100219000
2016-03-08,199.320007,199.919998,198.210007,198.399994,183.498825,123974900
2016-03-09,199.360001,199.789993,198.429993,199.380005,184.405243,94801200
2016-03-10,199.960007,201.070007,197.380005,199.539993,184.553207,156838700
2016-03-11,201.259995,202.809998,199.520004,202.759995,187.531372,137964500
2016-03-14,202.160004,203.039993,201.770004,202.500000,187.290863,73612000
2016-03-15,201.360001,202.529999,201.050003,202.169998,186.985672,93169100
2016-03-16,201.600006,203.820007,201.550003,203.339996,188.067825,129303200
2016-03-17,203.240005,205.229996,202.770004,204.630005,189.260910,134278500
2016-03-18,204.169998,204.779999,203.800003,204.380005,190.004639,138372400
2016-03-21,204.070007,204.940002,203.800003,204.669998,190.274246,72926700
2016-03-22,203.759995,205.229996,203.570007,204.559998,190.171982,97471900
2016-03-23,204.110001,204.330002,203.009995,203.210007,188.916962,81052500
2016-03-24,202.000000,203.160004,201.740005,203.119995,188.833267,84360900
2016-03-28,203.610001,203.860001,202.710007,203.240005,188.944839,62408200
2016-03-29,202.759995,205.250000,202.399994,205.119995,190.692596,92922900
2016-03-30,206.300003,206.869995,205.589996,206.020004,191.529282,86365300
2016-03-31,205.910004,206.410004,205.330002,205.520004,191.064484,94584100
2016-04-01,204.350006,207.139999,203.979996,206.919998,192.365997,114423500
2016-04-04,206.830002,207.070007,205.889999,206.250000,191.743088,63497000
2016-04-05,204.669998,206.259995,203.889999,204.190002,189.828033,99662200
2016-04-06,204.190002,206.490005,203.979996,206.419998,191.901138,91839800
2016-04-07,205.139999,205.559998,203.089996,203.949997,189.604889,113859000
2016-04-08,205.339996,205.850006,203.869995,204.500000,190.116226,95040600
2016-04-11,205.250000,206.070007,203.910004,204.020004,189.669983,83757500
2016-04-12,204.220001,206.250000,203.699997,205.919998,191.436340,115350600
2016-04-13,207.000000,208.100006,206.839996,208.000000,193.370041,96336400
2016-04-14,208.070007,208.600006,207.600006,208.009995,193.379303,65212900
2016-04-15,208.009995,208.169998,207.399994,207.779999,193.165497,75761600
2016-04-18,207.779999,209.279999,207.000000,209.240005,194.522812,82531000
2016-04-19,209.740005,210.199997,208.940002,209.899994,195.136368,88316100
2016-04-20,209.949997,210.919998,209.389999,210.100006,195.322342,81100300
2016-04-21,210.119995,210.250000,208.649994,208.970001,194.271805,85695000
2016-04-22,208.550003,209.289993,207.910004,208.970001,194.271805,99251700
2016-04-25,208.259995,208.660004,207.539993,208.610001,193.937149,66166500
2016-04-26,209.039993,209.520004,208.360001,208.919998,194.225296,75864200
2016-04-27,208.470001,209.809998,208.050003,209.350006,194.625061,77329400
2016-04-28,208.460007,209.759995,206.960007,207.449997,192.858704,97216200
2016-04-29,206.720001,207.130005,205.029999,206.330002,191.817490,142424100
2016-05-02,206.919998,208.179993,206.410004,207.970001,193.342148,62188000
2016-05-03,206.520004,206.800003,205.279999,206.160004,191.659439,106422100
2016-05-04,204.990005,205.850006,204.419998,205.009995,190.590332,92243800
2016-05-05,205.559998,205.979996,204.470001,204.970001,190.553162,67619200
2016-05-06,204.059998,205.770004,203.880005,205.720001,191.250397,89315000
2016-05-09,205.570007,206.399994,205.360001,205.889999,191.408432,74374900
2016-05-10,206.720001,208.470001,206.639999,208.449997,193.788391,77472200
2016-05-11,207.910004,208.539993,206.500000,206.500000,191.975525,81727000
2016-05-12,207.289993,207.490005,205.369995,206.559998,192.031296,89586300
2016-05-13,206.210007,206.860001,204.380005,204.759995,190.357895,96474600
2016-05-16,204.960007,207.339996,204.889999,206.779999,192.235840,77486800
2016-05-17,206.460007,206.800003,204.229996,204.850006,190.441589,114924900
2016-05-18,204.440002,206.300003,203.630005,204.910004,190.497375,120062100
2016-05-19,204.059998,204.539993,202.779999,204.199997,189.837311,115430500
2016-05-20,204.919998,206.100006,204.860001,205.490005,191.036575,104990400
2016-05-23,205.509995,205.839996,204.990005,205.210007,190.776276,58682600
2016-05-24,206.169998,208.240005,206.139999,207.869995,193.249146,93537800
2016-05-25,208.669998,209.770004,207.869995,209.279999,194.559998,76621400
2016-05-26,209.440002,209.710007,208.970001,209.339996,194.615738,55280700
2016-05-27,209.529999,210.250000,209.470001,210.240005,195.452469,64211200
2016-05-31,210.559998,210.690002,209.179993,209.839996,195.080612,109879400
2016-06-01,209.119995,210.479996,208.889999,210.270004,195.480392,69936200
2016-06-02,209.800003,210.929993,209.240005,210.910004,196.075363,63044700
2016-06-03,210.250000,210.690002,208.860001,210.279999,195.489655,101757100
2016-06-06,210.699997,211.770004,210.509995,211.350006,196.484390,64887000
2016-06-07,211.529999,212.339996,211.500000,211.679993,196.791183,60974800
2016-06-08,211.839996,212.520004,211.690002,212.369995,197.432678,66170900
2016-06-09,211.509995,212.220001,211.190002,212.080002,197.163071,73786900
2016-06-10,210.460007,210.860001,209.429993,210.070007,195.294418,113829200
2016-06-13,209.360001,210.369995,208.350006,208.449997,193.788391,117751200
2016-06-14,208.000000,208.740005,206.919998,208.039993,193.407196,125059300
2016-06-15,208.039993,209.360001,207.529999,207.750000,193.137634,109124500
2016-06-16,207.750000,208.570007,205.589996,208.369995,193.714005,149533100
2016-06-17,207.169998,207.199997,205.750000,206.520004,192.992584,117055700
2016-06-20,208.820007,209.610001,207.750000,207.850006,194.235458,82789600
2016-06-21,208.300003,208.919998,207.779999,208.440002,194.786835,72461700
2016-06-22,208.649994,209.500000,207.929993,208.100006,194.469101,95560500
2016-06-23,209.809998,210.869995,209.270004,210.809998,197.001572,102731400
2016-06-24,203.630005,210.850006,202.720001,203.240005,189.927414,333444400
2016-06-27,201.589996,201.600006,198.649994,199.600006,186.525864,230775800
2016-06-28,201.479996,203.229996,201.119995,203.199997,189.890076,159382400
2016-06-29,204.839996,206.929993,204.720001,206.660004,193.123413,137328600
2016-06-30,207.210007,209.539993,206.559998,209.479996,195.758652,165021900
2016-07-01,209.479996,210.490005,209.289993,209.919998,196.169876,106055300
2016-07-05,208.949997,209.080002,207.710007,208.410004,194.758759,109803700
2016-07-06,207.830002,209.800003,207.059998,209.660004,195.926895,96021500
2016-07-07,209.869995,210.649994,208.630005,209.529999,195.805420,85593800
2016-07-08,211.050003,212.940002,210.779999,212.649994,198.721024,133971000
2016-07-11,213.190002,214.070007,212.949997,213.399994,199.421936,73633900
2016-07-12,214.529999,215.300003,213.429993,214.949997,200.870407,101275600
2016-07-13,215.440002,215.449997,214.350006,214.919998,200.842377,87324100
2016-07-14,216.399994,216.669998,215.660004,216.119995,201.963745,91230900
2016-07-15,216.779999,217.009995,215.309998,215.830002,201.692749,107155400
2016-07-18,215.970001,216.600006,215.669998,216.410004,202.234756,58725900
2016-07-19,215.919998,216.229996,215.630005,216.190002,202.029144,54345700
2016-07-20,216.190002,217.369995,216.190002,217.089996,202.870193,58159500
2016-07-21,216.960007,217.220001,215.750000,216.270004,202.103928,67777300
2016-07-22,216.410004,217.300003,216.100006,217.240005,203.010406,62787500
2016-07-25,217.000000,217.059998,215.970001,216.649994,202.459045,55873100
2016-07-26,216.529999,217.169998,215.759995,216.750000,202.552490,70080500
2016-07-27,217.190002,217.270004,215.619995,216.520004,202.337555,84083900
2016-07-28,216.289993,217.110001,215.750000,216.770004,202.571198,65035700
2016-07-29,216.460007,217.539993,216.130005,217.119995,202.898254,79519400
2016-08-01,217.190002,217.649994,216.410004,216.940002,202.730072,73311400
2016-08-02,216.649994,216.830002,214.570007,215.550003,201.431091,92295500
2016-08-03,215.479996,216.250000,215.130005,216.179993,202.019791,53993600
2016-08-04,216.309998,216.779999,214.250000,216.410004,202.234756,46585500
2016-08-05,216.410004,218.229996,216.410004,218.179993,203.888809,71892200
2016-08-08,218.399994,218.520004,217.740005,218.050003,203.767288,39906500
2016-08-09,218.130005,218.759995,217.800003,218.179993,203.888809,51251700
2016-08-10,218.309998,218.399994,217.229996,217.639999,203.384186,57941100
2016-08-11,218.259995,218.940002,217.949997,218.649994,204.328033,72504300
2016-08-12,218.289993,218.710007,217.990005,218.460007,204.150482,61313500
2016-08-15,218.889999,219.500000,218.880005,219.089996,204.739212,49813500
